species_list,Site Name,Longitude,Latitude,Month,Year,total_tolerant_species,total_sensitive_species,total_resident_species,total_migrant_species,total_unique_species,total_bird_count
"['Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Common Redshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Little Egret', 'Little Grebe', 'Marsh Sandpiper', 'Osprey', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Purple Heron', 'Red-necked Stint', 'Spotted Dove', 'Little Heron', 'Whiskered Tern', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']","Taliptip Fishponds, Bulakan, Bulacan",120.908,14.75707,4,2023,15,10,15,10,25,1332
"['Eurasian Tree Sparrow', 'Little Egret', 'Scaly-breasted Munia', 'Garden Sunbird', 'Rock Pigeon', 'Yellow-vented Bulbul']","Galanga Residence, Kawit, Cavite",120.9096837,14.440111,4,2023,6,0,6,0,6,22
"['Black-headed Gull', 'Whiskered Tern']","Ubihan Port, Marilao PH-Bulacan",120.90998,14.751901,1,2023,2,0,0,2,2,790
"['Black-winged Stilt', 'Great Egret', 'Little Egret', 'Whiskered Tern']",Bulacan Port and Marine Services,120.9100178,14.7518401,3,2023,3,1,2,2,4,1031
"['Barred Rail', 'Chestnut Munia', 'Pacific Swallow']",Bulacan Port and Marine Services,120.9100178,14.7518401,6,2023,3,0,3,0,3,7
"['Black-winged Stilt', 'Brown Shrike', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Little Egret', 'Whiskered Tern']",Bulacan Port and Marine Services,120.9100178,14.7518401,10,2023,5,2,2,5,7,106
"['Barred Rail', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Blue-tailed Bee-eater', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Collared Kingfisher', 'Eurasian Moorhen', 'Common Sandpiper', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Gray-rumped Swiftlet', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', 'Marsh Sandpiper', 'Scaly-breasted Munia', 'Oriental Pratincole', 'Pacific Swallow', 'Philippine Cuckoo-Dove', 'Purple Heron', 'Red Collared-Dove', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Imus, Calabarzon, PH (14.393, 120.918)",120.9177029,14.3931012,9,2023,33,5,33,5,38,1285
['Rock Pigeon'],"Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,4,2023,1,0,1,0,1,1
"['Buff-banded Rail', 'Chestnut Munia', 'Crested Myna', 'Eurasian Tree Sparrow', 'Greater Painted-Snipe', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Egret', 'Scaly-breasted Munia', 'Oriental Pratincole', 'Purple Heron', 'Red Collared-Dove', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-browed Crake', 'White-breasted Waterhen', 'Yellow-vented Bulbul', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,6,2023,18,2,20,0,20,317
"['Blue-breasted Quail', 'Black-naped Oriole', 'Buff-banded Rail', 'Eastern Cattle-Egret', 'Collared Kingfisher', 'Crested Myna', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Red-necked Stint', 'Spotted Dove', 'Wandering Whistling-Duck', 'Whiskered Tern', 'Wood Sandpiper', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,7,2023,13,2,11,4,15,143
"['Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Common Kingfisher', 'Common Sandpiper', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-headed Cisticola', 'Gray-rumped Swiftlet', 'Java Sparrow', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Oriental Pratincole', 'Pacific Swallow', 'Pied Bushchat', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Watercock', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove', 'Zitting Cisticola']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,9,2023,27,4,26,5,31,371
"['Arctic Warbler', 'Barn Swallow', 'Black-crowned Night Heron', 'Brown Shrike', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Eurasian Moorhen', 'Crested Myna', 'Java Sparrow', 'Philippine Jungle Crow', 'Lesser Coucal', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Paddyfield Pipit', 'Oriental Pratincole', 'Pacific Swallow', 'Purple Heron', 'Spotted Dove', 'Striated Grassbird', 'Yellow-vented Bulbul']","Malagasang-Bucandala-Alapan Bypass, Imus",120.9181492,14.4075668,11,2023,18,3,18,3,21,1074
"['Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Garden Sunbird', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Yellow-vented Bulbul', 'Zebra Dove']",General Trias,120.9225493,14.3305521,2,2023,7,0,7,0,7,39
"['Black-naped Oriole', 'Brown Shrike', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Red Collared-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']",General Trias,120.9225493,14.3305521,4,2023,9,1,9,1,10,59
"['Black-naped Oriole', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Garden Sunbird', 'Yellow-vented Bulbul', 'Zebra Dove']",General Trias,120.9225493,14.3305521,5,2023,7,0,7,0,7,25
['Eurasian Moorhen'],"Obando, Bulacan",120.9226268,14.732293,6,2023,1,0,1,0,1,1
"['Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Common Greenshank', 'Common Kingfisher', 'Eurasian Moorhen', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Medium Egret', 'Little Ringed Plover', 'Little Egret', 'Pacific Swallow', 'Little Heron', 'Whiskered Tern', 'Yellow Bittern']","Pulvorista, Binakayan, Kawit",120.9248568,14.4584385,2,2023,11,4,8,7,15,80
"['Arctic Warbler', 'Barn Swallow', 'Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-bellied Plover', 'Black-headed Gull', 'Black-winged Stilt', 'Chinese Egret', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Far Eastern Curlew', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Greater Sand-Plover', 'Gull-billed Tern', 'Medium Egret', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Little Tern', 'Long-toed Stint', 'Marsh Sandpiper', 'Pacific Swallow', 'Pacific Golden-Plover', 'Purple Heron', 'Red Collared-Dove', 'Red Knot', 'Red-necked Stint', 'Rock Pigeon', 'Ruddy Turnstone', 'Sanderling', 'Little Heron', 'Eurasian Whimbrel', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,1,2023,22,19,14,27,41,65132
"['Asian Dowitcher', 'Barn Swallow', 'Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-bellied Plover', 'Black-headed Gull', 'Black-tailed Godwit', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Brown Shrike', 'Caspian Tern', 'Chinese Egret', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Common Tern', 'Curlew Sandpiper', 'Dunlin', 'Eurasian Oystercatcher', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Great Knot', 'Greater Sand-Plover', 'Gull-billed Tern', 'Medium Egret', 'Kentish Plover', 'Philippine Jungle Crow', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Little Tern', 'Long-toed Stint', 'Marsh Sandpiper', 'Oriental Pratincole', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Avocet', 'Purple Heron', 'Red Collared-Dove', 'Red Knot', 'Red-necked Stint', 'Rock Pigeon', 'Ruddy Turnstone', 'Ruff', 'Sanderling', 'Sharp-tailed Sandpiper', 'Little Heron', 'Terek Sandpiper', 'Eurasian Whimbrel', 'Whiskered Tern', 'White-winged Tern', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,2,2023,29,30,18,41,59,94335
"['Arctic Warbler', 'Asian Dowitcher', 'Barred Rail', 'Barn Swallow', 'Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-bellied Plover', 'Black-headed Gull', 'Black-tailed Godwit', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Brown Shrike', 'Chestnut Munia', 'Chinese Egret', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Common Redshank', 'Common Sandpiper', 'Crested Myna', 'Curlew Sandpiper', 'Dunlin', 'Eurasian Oystercatcher', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Great Knot', 'Greater Sand-Plover', 'Gull-billed Tern', 'Gray-tailed Tattler', 'Medium Egret', 'Kentish Plover', 'Philippine Jungle Crow', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Little Grebe', 'Little Tern', 'Long-toed Stint', 'Marsh Sandpiper', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Avocet', 'Pied Triller', 'Purple Heron', 'Red Collared-Dove', 'Red Knot', 'Red-necked Stint', 'Rock Pigeon', 'Ruddy Turnstone', 'Ruff', 'Sanderling', 'Spotted Dove', 'Little Heron', 'Terek Sandpiper', 'Eurasian Whimbrel', 'Whiskered Tern', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,3,2023,31,32,23,40,63,34178
"['Arctic Warbler', 'Asian Glossy Starling', 'Asian Dowitcher', 'Barred Rail', 'Barn Swallow', 'Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-bellied Plover', 'Black-headed Gull', 'Black-tailed Godwit', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Brown Shrike', 'Chinese Egret', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Crested Myna', 'Curlew Sandpiper', 'Dunlin', 'Eastern Yellow Wagtail', 'Eurasian Oystercatcher', 'Eurasian Tree Sparrow', 'Far Eastern Curlew', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Great Knot', 'Greater Sand-Plover', 'Gray Wagtail', 'Gull-billed Tern', 'Gray-tailed Tattler', 'Medium Egret', 'Kentish Plover', 'Philippine Jungle Crow', 'Tibetan Sand-Plover', 'Siberian Sand-Plover', 'Little Egret', 'Little Stint', 'Little Tern', 'Long-toed Stint', 'Marsh Sandpiper', 'Garden Sunbird', 'Oriental Reed Warbler', 'Pacific Swallow', 'Pacific Golden-Plover', 'Peregrine Falcon', 'Philippine Pied-Fantail', 'Pied Avocet', 'Pied Triller', 'Purple Heron', 'Red Collared-Dove', 'Red Knot', 'Red-necked Stint', 'Rock Pigeon', 'Sharp-tailed Sandpiper', 'Spotted Dove', 'Striated Grassbird', 'Little Heron', 'Terek Sandpiper', 'Eurasian Whimbrel', 'Whiskered Tern', 'White-winged Tern', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,4,2023,33,35,25,43,68,20873
"['Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-headed Gull', 'Black-winged Stilt', 'Chestnut Munia', 'Chinese Egret', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Crested Myna', 'Eurasian Oystercatcher', 'Eurasian Tree Sparrow', 'Great Egret', 'Gull-billed Tern', 'Gray-tailed Tattler', 'Medium Egret', 'Philippine Jungle Crow', 'Tibetan Sand-Plover', 'Little Egret', 'Little Tern', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Pied Avocet', 'Purple Heron', 'Red Collared-Dove', 'Red Knot', 'Red-necked Stint', 'Rock Pigeon', 'Striated Grassbird', 'Little Heron', 'Whiskered Tern', 'White-winged Tern', 'Zebra Dove', 'Zitting Cisticola']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,5,2023,23,12,19,16,35,13623
"['Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-bellied Plover', 'Black-headed Gull', 'Black-tailed Godwit', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Chestnut Munia', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Common Tern', 'Curlew Sandpiper', 'Eurasian Tree Sparrow', 'Great Egret', 'Great Knot', 'Greater Sand-Plover', 'Gull-billed Tern', 'Gray-tailed Tattler', 'Medium Egret', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Egret', 'Little Tern', 'Marsh Sandpiper', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Avocet', 'Purple Heron', 'Red Knot', 'Red-necked Stint', 'Rock Pigeon', 'Ruddy Turnstone', 'Sanderling', 'Little Heron', 'Terek Sandpiper', 'Whiskered Tern', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,8,2023,21,21,14,28,42,5820
"['Asian Dowitcher', 'Bar-tailed Godwit', 'Black-chinned Fruit-Dove', 'Black-crowned Night Heron', 'Black-bellied Plover', 'Black-headed Gull', 'Black-tailed Godwit', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Chinese Egret', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Common Tern', 'Curlew Sandpiper', 'Great Egret', 'Great Knot', 'Greater Sand-Plover', 'Gull-billed Tern', 'Gray-tailed Tattler', 'Medium Egret', 'Javan Pond-Heron', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Little Tern', 'Marsh Sandpiper', 'Pacific Golden-Plover', 'Pied Avocet', 'Purple Heron', 'Red Knot', 'Red-necked Stint', 'Rock Pigeon', 'Ruff', 'Sanderling', 'Little Heron', 'Terek Sandpiper', 'Eurasian Whimbrel', 'Whiskered Tern', 'Zebra Dove']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,9,2023,17,25,12,30,42,10409
"['Barn Swallow', 'Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-headed Gull', 'Black-tailed Godwit', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Chestnut Munia', 'Chinese Egret', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Common Tern', 'Crested Myna', 'Curlew Sandpiper', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Crested Tern', 'Great Egret', 'Greater Sand-Plover', 'Gull-billed Tern', 'Medium Egret', 'Javan Pond-Heron', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Long-toed Stint', 'Marsh Sandpiper', 'Pacific Golden-Plover', 'Pied Avocet', 'Pied Triller', 'Purple Heron', 'Red-necked Stint', 'Rock Pigeon', 'Little Heron', 'Terek Sandpiper', 'Whiskered Tern', 'White Wagtail', 'Wood Sandpiper', 'Yellow-vented Bulbul', 'Zebra Dove']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,11,2023,25,19,15,29,44,3121
"['Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-bellied Plover', 'Black-headed Gull', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Chinese Egret', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Common Redshank', 'Common Sandpiper', 'Gray Heron', 'Great Egret', 'Greater Sand-Plover', 'Javan Pond-Heron', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Long-toed Stint', 'Pacific Golden-Plover', 'Pied Avocet', 'Purple Heron', 'Red-necked Stint', 'Rock Pigeon', 'Little Heron', 'Terek Sandpiper', 'Eurasian Whimbrel', 'Whiskered Tern', 'Zebra Dove', 'Zitting Cisticola']","Bgy. Tanza Mudflats, Navotas City",120.9256983,14.6829902,12,2023,17,16,11,22,33,2512
"['Black-crowned Night Heron', 'Whiskered Tern']",Old Bocaue Bridge,120.927455,14.7956282,1,2023,2,0,1,1,2,9
"['Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Brown Shrike', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Gray Heron', 'Great Knot', 'Gull-billed Tern', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Marsh Sandpiper', 'Pacific Swallow', 'Pacific Golden-Plover', 'Pied Avocet', 'Purple Heron', 'Red Knot', 'Red-necked Stint', 'Little Heron', 'Eurasian Whimbrel', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zitting Cisticola']",Tanza mudflat (near Bataan River),120.930687,14.6869577,9,2023,14,13,9,18,27,1401
"['Black-bellied Plover', 'Black-headed Gull', 'Black-winged Stilt', 'Chinese Egret', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Great Egret', 'Greater Sand-Plover', 'Gull-billed Tern', 'Medium Egret', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Little Tern', 'Long-toed Stint', 'Marsh Sandpiper', 'Pacific Golden-Plover', 'Purple Heron', 'Red-necked Stint', 'Whiskered Tern']",Tanza Navotas Fishing Boat parking tidal mudflat.,120.931087,14.678577,1,2023,11,11,5,17,22,1345
"['Black-bellied Plover', 'Black-headed Gull', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Chinese Egret', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Curlew Sandpiper', 'Gray Heron', 'Great Egret', 'Greater Sand-Plover', 'Medium Egret', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Little Tern', 'Long-toed Stint', 'Marsh Sandpiper', 'Pacific Golden-Plover', 'Purple Heron', 'Red-necked Stint', 'Rock Pigeon', 'Little Heron', 'Whiskered Tern']",Tanza Navotas Fishing Boat parking tidal mudflat.,120.931087,14.678577,2,2023,12,14,6,20,26,2916
"['Black-headed Gull', 'Black-winged Stilt', 'Broad-billed Sandpiper', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Greater Sand-Plover', 'Gray-tailed Tattler', 'Siberian Sand-Plover', 'Little Egret', 'Pacific Golden-Plover', 'Purple Heron', 'Red-necked Stint', 'Ruddy Turnstone', 'Sanderling', 'Little Heron', 'Terek Sandpiper', 'Whiskered Tern']",Tanza Navotas Fishing Boat parking tidal mudflat.,120.931087,14.678577,8,2023,8,10,4,14,18,716
"['Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-headed Gull', 'Black-winged Stilt', 'Chinese Egret', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Common Tern', 'Gray Heron', 'Great Egret', 'Greater Sand-Plover', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Egret', 'Little Tern', 'Long-toed Stint', 'Marsh Sandpiper', 'Pacific Golden-Plover', 'Red-necked Stint', 'Little Heron', 'Terek Sandpiper', 'Whiskered Tern', 'White-winged Tern']",Tanza Navotas Fishing Boat parking tidal mudflat.,120.931087,14.678577,12,2023,12,12,5,19,24,1828
['Eurasian Oystercatcher'],Navotas Tanza Baywalk,120.9310949,14.679887,2,2023,0,1,0,1,1,1
"['Bar-tailed Godwit', 'Black-headed Gull', 'Black-winged Stilt', 'Brown Shrike', 'Chinese Egret', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Great Crested Tern', 'Great Egret', 'Medium Egret', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Long-toed Stint', 'Marsh Sandpiper', 'Pacific Swallow', 'Pacific Golden-Plover', 'Pied Avocet', 'Red Collared-Dove', 'Red-necked Stint', 'Rock Pigeon', 'Striated Grassbird', 'Terek Sandpiper', 'Whiskered Tern', 'White Wagtail', 'Zebra Dove']","Tangos River mouth, Tanza, Metro Manila",120.93116,14.678028,11,2023,15,13,8,20,28,2248
"['Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-headed Gull', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Chinese Egret', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Common Redshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Great Egret', 'Medium Egret', 'Javan Pond-Heron', 'Kentish Plover', 'Little Ringed Plover', 'Little Egret', 'Long-toed Stint', 'Scaly-breasted Munia', 'Pacific Golden-Plover', 'Pied Avocet', 'Rock Pigeon', 'Striated Grassbird', 'Little Heron', 'Whiskered Tern', 'Zebra Dove', 'Zitting Cisticola']",Navotas Tanza Baywalk,120.9313669,14.6795207,12,2023,21,9,14,16,30,993
"['Black-headed Gull', 'Black-winged Stilt', 'Gray Heron', 'Gull-billed Tern', 'Kentish Plover', 'Marsh Sandpiper', 'Pacific Golden-Plover', 'Purple Heron', 'Whiskered Tern']","Unnamed Road, Manila, Metro Manila, PH (14.689, 120.931)",120.9313681,14.6892989,12,2023,6,3,2,7,9,360
['Little Stint'],Navotas Tanza Baywalk,120.9313889,14.6791667,4,2023,0,1,0,1,1,1
"['Black-winged Stilt', 'Common Greenshank', 'Common Redshank', 'Eurasian Tree Sparrow', 'Gull-billed Tern', 'Medium Egret', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Pacific Golden-Plover', 'Red-necked Stint', 'Rock Pigeon', 'Sanderling', 'Whiskered Tern']",Navotas Tanza Baywalk,120.9313973,14.6795321,9,2023,9,5,4,10,14,621
"['Bar-tailed Godwit', 'Black-crowned Night Heron', 'Black-headed Gull', 'Black-winged Stilt', 'Collared Kingfisher', 'Common Greenshank', 'Common Sandpiper', 'Great Egret', 'Greater Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Pied Avocet', 'Purple Heron', 'Whiskered Tern', 'Zebra Dove']","Malabon, Metro Manila, PH (14.689, 120.931)",120.9314459,14.6891073,3,2023,10,5,6,9,15,655
"['Black-winged Stilt', 'Collared Kingfisher', 'Common Greenshank', 'Common Sandpiper', 'Great Egret', 'Gray-tailed Tattler', 'Little Egret', 'Purple Heron', 'Whiskered Tern', 'Yellow-vented Bulbul']","Malabon, Metro Manila, PH (14.689, 120.931)",120.9314459,14.6891073,11,2023,7,3,5,5,10,307
"['Black-crowned Night Heron', 'Black-headed Gull', 'Black-winged Stilt', 'Collared Kingfisher', 'Common Greenshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Gray Heron', 'Great Egret', 'Little Ringed Plover', 'Little Egret', 'Little Grebe', 'Osprey', 'Philippine Collared-Dove', 'Purple Heron', 'Rock Pigeon', 'Spotted Dove', 'Little Heron', 'Whiskered Tern', 'Yellow-vented Bulbul']",Tanza mudflats,120.9324623,14.685946,1,2023,15,5,12,8,20,8332
